id,sentence,subject_entity,object_entity,label
574,토성의 고리는 적도 면에 자리 잡고 있으며 토성 표면에서 약 7만~14만km까지 분포하고 있다.,"{'text': '7만~14만km', 'start_idx': '34', 'end_idx': '41', 'entity_type': 'MET'}","{'text': '토성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}",no_relation
85,밀도가 상승하면서 중성미자가 중심핵 속에 붙잡히기 때문에 중성미자 방출은 중단된다.,"{'text': '중성미자', 'start_idx': 10, 'end_idx': 13, 'entity_type': 'CLO'}","{'text': '중심핵', 'start_idx': 16, 'end_idx': 18, 'entity_type': 'CLO'}",no_relation
48,"토성과 태양 사이의 평균 거리는 1,400,000,000 킬로미터(9 천문단위)이다.","{'text': '토성', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}","{'text': '1,400,000,000 킬로미터(9 천문단위)', 'start_idx': 18, 'end_idx': 43, 'entity_type': 'MET'}",no_relation
845,토성의 표면온도는 섭씨 영하 180°C를 기록하고 있다.,"{'text': '영하 180°C', 'start_idx': '13', 'end_idx': '20', 'entity_type': 'MET'}","{'text': '토성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}",met:feature_of
479,"카이퍼 대는 작은 얼음 천체들로 이루어진 원반형의 영역으로, 소행성대와 비슷하지만 태양으로부터 거리 30AU ~ 55AU에 걸쳐 있는, 훨씬 멀고 넓은 영역이다.","{'text': '작은 얼음 천체', 'start_idx': '7', 'end_idx': '14', 'entity_type': 'CLO'}","{'text': '카이퍼 대', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'CLO'}",clo:exists_in
445,태양이 생겨나고 남은 가스 구름 및 먼지로 이루어진 원반 모양의 ‘태양 성운’에서 여러 행성이 생성되었다고 여겨진다.,"{'text': '태양 성운', 'start_idx': '37', 'end_idx': '41', 'entity_type': 'CLO'}","{'text': '가스 구름', 'start_idx': '12', 'end_idx': '16', 'entity_type': 'ELM'}",clo:composed_of
693,핀켈스타인의 해(에딩턴–핀켈스타인 좌표계)는 슈바르츠실트의 해를 확장하여 블랙홀 안으로 낙하하는 관찰자의 미래까지 예측할 수 있도록 했다.,"{'text': '슈바르츠실트의 해', 'start_idx': 25, 'end_idx': 33, 'entity_type': 'CON'}","{'text': '핀켈스타인의 해', 'start_idx': 0, 'end_idx': 7, 'entity_type': 'CON'}",no_relation
319,달과 지구는 태양 빛을 받고 있기 때문에 달의 모양은 지구와 태양과의 상대 위치에 따라 달리 보인다.,"{'text': '달', 'start_idx': 0, 'end_idx': 0, 'entity_type': 'CLO'}","{'text': '지구', 'start_idx': 3, 'end_idx': 4, 'entity_type': 'CLO'}",no_relation
555,고래자리 UV 등 플레어 별과 같은 적색 왜성의 경우 표면에 뚜렷한 흑점이 여럿 나타난다.,"{'text': '적색 왜성', 'start_idx': '20', 'end_idx': '24', 'entity_type': 'CLO'}","{'text': '고래자리 UV', 'start_idx': '0', 'end_idx': '6', 'entity_type': 'CLO'}",clo:contains
47,"황소자리의 게성운은 SN 1054로 1054년에 발견되었고, 이 성운 중심에는 폭발하는 동안에 만들어진 중성자별이 존재하고 있다.","{'text': '1054년', 'start_idx': '20', 'end_idx': '24', 'entity_type': 'DAT'}","{'text': '황소자리의 게성운', 'start_idx': '0', 'end_idx': '8', 'entity_type': 'CLO'}",dat:date_of_discovery
378,대부분의 발견된 소행성은 화성과 목성 궤도 사이의 소행성대에 존재한다.,"{'text': '소행성', 'start_idx': '9', 'end_idx': '11', 'entity_type': 'CLO'}","{'text': '소행성대', 'start_idx': '28', 'end_idx': '31', 'entity_type': 'CLO'}",clo:exists_in
517,"또한, 네 개의 거대한 행성 목성형 행성은 행성 주위를 선회하는 작은 입자의 얇은 띠인 행성 고리를 가지고 있다.","{'text': '행성 고리', 'start_idx': '49', 'end_idx': '53', 'entity_type': 'CLO'}","{'text': '목성형 행성', 'start_idx': '16', 'end_idx': '21', 'entity_type': 'CLO'}",clo:exists_in
625,"외부은하 천문학은 우리은하 밖의 천체와 현상을 연구하는 분야로서, 주로 은하의 형성과 진화, 외부은하의 형태와 분류, 활동성은하, 은하단과 은하군, 그리고 이들로 이루어지는 우주의 거대 구조를 연구한다.","{'text': '외부은하', 'start_idx': 0, 'end_idx': 3, 'entity_type': 'PER'}","{'text': '우리은하', 'start_idx': 10, 'end_idx': 13, 'entity_type': 'PER'}",no_relation
414,수성 관측에 대한 자료 중에서 가장 오래된 것은 물.아핀 석판이다.,"{'text': '수성', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}","{'text': '물', 'start_idx': 27, 'end_idx': 27, 'entity_type': 'ELM'}",no_relation
558,"예를 들면 외계행성 HD 209458 b의 질량은 0.69 ""MJ""이며, 안드로메다자리 카파 b의 질량은 12.8 ""MJ""이다.","{'text': '0.69 ""MJ""', 'start_idx': '28', 'end_idx': '36', 'entity_type': 'MET'}","{'text': 'HD 209458 b', 'start_idx': '11', 'end_idx': '21', 'entity_type': 'CLO'}",met:feature_of
170,"그리고 이후 1954년 제 10회 국제 도량형 총회의 세 번째 안건에 따르면 캘빈 온도의 눈금 크기를 확립하기 위해서 물의 삼중점(0.01°C)을 273.16K으로 약속했다. 즉, 물의 어는점과 삼중점의 온도차를 0.1K으로 약속한 것이다.","{'text': '273.16K', 'start_idx': 82, 'end_idx': 88, 'entity_type': 'MET'}","{'text': '캘빈 온도의 눈금 크기', 'start_idx': 43, 'end_idx': 54, 'entity_type': 'CON'}",no_relation
293,"태양계 행성의 대부분의 궤도는 태양의 적도면보다 목성의 궤도면에 가깝게 기울어져 있다(수성만이 궤도 기울기가 태양의 적도면에 더 가깝다). 그리고 소행성대의 커크우드 간극은 대부분 목성에 의해 발생한 것이며, 과거의 태양계 안쪽에서 일어난 후기 대폭격은 목성에 원인이 있었다.","{'text': '행성', 'start_idx': '4', 'end_idx': '5', 'entity_type': 'CLO'}","{'text': '수성', 'start_idx': '48', 'end_idx': '49', 'entity_type': 'CLO'}",clo:contains
219,명왕성은 2014년 기준으로 태양에서 32.6 AU 거리에 있다.,"{'text': '2014년', 'start_idx': 5, 'end_idx': 9, 'entity_type': 'DAT'}","{'text': '명왕성', 'start_idx': 0, 'end_idx': 2, 'entity_type': 'CLO'}",no_relation
222,"근래에는 태양 흑점의 규칙적인 활동주기, 코로나의 물리와 기원, 태양풍의 기원 등이 화제가 되었다.","{'text': '태양 흑점', 'start_idx': 5, 'end_idx': 9, 'entity_type': 'CLO'}","{'text': '코로나', 'start_idx': 23, 'end_idx': 25, 'entity_type': 'CLO'}",no_relation
375,격변 변광성 또는 폭발 변광성에 속하는 항성 진화 단계로는 신성과 초신성이 있다.,"{'text': '항성', 'start_idx': '22', 'end_idx': '23', 'entity_type': 'CLO'}","{'text': '신성', 'start_idx': '33', 'end_idx': '34', 'entity_type': 'CLO'}",clo:turn_into
834,"충격파가 휩쓸고 간 자리에는 팽창하는 가스와 먼지의 껍질이 남게 되고, 이것을 초신성 잔해라고 부른다.","{'text': '초신성', 'start_idx': '44', 'end_idx': '46', 'entity_type': 'CLO'}","{'text': '가스', 'start_idx': '21', 'end_idx': '22', 'entity_type': 'ELM'}",clo:composed_of
83,현재 지지를 받고 있는 이론에 따르면 이 기간 동안 원시행성들 중 일부는 충돌 과정을 겪었을 것이다.,"{'text': '원시행성', 'start_idx': 29, 'end_idx': 32, 'entity_type': 'CLO'}","{'text': '충돌 과정', 'start_idx': 41, 'end_idx': 45, 'entity_type': 'CON'}",no_relation
752,지구와 금성의 가장 큰 차이점은 판 구조론적인 활동이 금성에서는 보이지 않는다는 점이다.,"{'text': '지구', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}","{'text': '금성', 'start_idx': 4, 'end_idx': 5, 'entity_type': 'CLO'}",no_relation
442,"이론적 관측적 연구들은 이들 활동은하들의 핵, 즉 활동은하핵(AGN)이 태양의 수백 배에 달하는 질량을 가진 초대질량 블랙홀로 인한 현상임을 가리키고 있다.","{'text': '초대질량 블랙홀', 'start_idx': '61', 'end_idx': '68', 'entity_type': 'CLO'}","{'text': '활동은하', 'start_idx': '16', 'end_idx': '19', 'entity_type': 'CLO'}",clo:exists_in
793,"지구의 최외각부분은 주로 유체로 되어 있는데, 구성 물질에 따라서 대기권, 수권으로 구분한다.","{'text': '지구', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '유체', 'start_idx': '14', 'end_idx': '15', 'entity_type': 'ELM'}",clo:composed_of
180,"태양의 중심부의 밀도는 물의 150배이며 온도는 13,600,000K이다(반면 태양 표면은 약 5,800켈빈 수준이다). 최근 SOHO의 분석에 따르면 중심핵 부분은 그 위 복사층보다 빠르게 자전하고 있다고 한다.","{'text': '13,600,000K', 'start_idx': '27', 'end_idx': '37', 'entity_type': 'MET'}","{'text': '태양', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}",met:feature_of
501,"태양의 중심핵이 1억 켈빈에 이르면 헬륨 융합이 시작되고 탄소와 산소가 생성될 것이며, 78억 년 뒤에는 행성상 성운 단계인 점근거성가지에 속하게 된다.","{'text': '태양', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '헬륨', 'start_idx': '20', 'end_idx': '21', 'entity_type': 'ELM'}",clo:composed_of
280,달의 내부 구조는 아폴로 11호가 월진계를 설치한 뒤부터 내부성질을 알아 냈다.,"{'text': '달', 'start_idx': 0, 'end_idx': 0, 'entity_type': 'CLO'}","{'text': '월진계', 'start_idx': 19, 'end_idx': 21, 'entity_type': 'CON'}",no_relation
372,"토성의 위성들은 대부분 얼음 덩어리로 이루어져 있고, 일부는 암석도 섞여 있다.","{'text': '토성', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}","{'text': '얼음', 'start_idx': 13, 'end_idx': 14, 'entity_type': 'ELM'}",no_relation
900,WC형 울프-레이에별은 Ic형 초신성의 원형 별이다.,"{'text': 'Ic형 초신성', 'start_idx': '13', 'end_idx': '19', 'entity_type': 'CLO'}","{'text': 'WC형 울프-레이에별', 'start_idx': '0', 'end_idx': '10', 'entity_type': 'CLO'}",clo:turn_into
373,표면상에 아무 특징도 없는 천왕성과 달리 해왕성의 대기에서는 역동적이며 관측 가능한 기상 현상이 측정되고 있다.,"{'text': '천왕성', 'start_idx': 15, 'end_idx': 17, 'entity_type': 'CLO'}","{'text': '해왕성', 'start_idx': 23, 'end_idx': 25, 'entity_type': 'CLO'}",no_relation
828,토성의 위성 가운데 타이탄은 발견 역사가 가장 오래됐고 다른 태양계 위성 중에서는 볼 수 없는 얼음이 지표면에 존재한다.,"{'text': '타이탄', 'start_idx': '11', 'end_idx': '13', 'entity_type': 'CLO'}","{'text': '얼음', 'start_idx': '53', 'end_idx': '54', 'entity_type': 'ELM'}",clo:composed_of
217,"마스 패스파인더는 1997년 7월 4일에 화성에 착륙하여, 소저너라는 매우 작은 원격 조정체를 움직여 착륙 지점 주위의 몇 미터를 여행하고, 화성의 환경 조건을 탐색하고 표면의 돌들을 수집해왔다.","{'text': '화성', 'start_idx': '23', 'end_idx': '24', 'entity_type': 'CLO'}","{'text': '돌', 'start_idx': '99', 'end_idx': '99', 'entity_type': 'ELM'}",clo:composed_of
199,대부분의 위성은 조석 작용의 영향으로 늘 같은 면이 행성을 향하고 있다.,"{'text': '위성', 'start_idx': '5', 'end_idx': '6', 'entity_type': 'CLO'}","{'text': '행성', 'start_idx': '29', 'end_idx': '30', 'entity_type': 'CLO'}",clo:revolves
819,과학자들은 서브밀리미터 집합체를 사용해서 명왕성의 표면 온도가 약 43K로 예상치보다 10K 정도 더 낮다는 것을 알아냈다.,"{'text': '약 43K', 'start_idx': '35', 'end_idx': '39', 'entity_type': 'MET'}","{'text': '명왕성', 'start_idx': '23', 'end_idx': '25', 'entity_type': 'CLO'}",met:feature_of
269,"왜냐하면, 과학자들이 이런 종류의 이온은 수성의 우주 환경에서는 태양풍에 의해 날아간다고 추측했기 때문이다.","{'text': '수성', 'start_idx': '23', 'end_idx': '24', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '36', 'end_idx': '37', 'entity_type': 'CLO'}",no_relation
325,"은하를 뜻하는 ""갤럭시(galaxy)""는 마치 젖이 흐르는 것처럼 뿌옇게 보이는 은하수를 의미하는 그리스어 단어 ""갈락시아스""(, )에서 유래했다.","{'text': '갤럭시(galaxy)', 'start_idx': 9, 'end_idx': 19, 'entity_type': 'CLO'}","{'text': '은하', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}",clo:alias_of
506,"센타우루스족은 궤도 장반경이 목성(5.5 AU)보다 크고 해왕성(30 AU)보다 작은, 혜성 비슷한, 얼음으로 이루어진 천체이다.","{'text': '센타우루스족', 'start_idx': '0', 'end_idx': '5', 'entity_type': 'CLO'}","{'text': '얼음', 'start_idx': '57', 'end_idx': '58', 'entity_type': 'ELM'}",clo:composed_of
814,"수성은 3:2의 비율로 궤도 공명이 이루어지는데, 이 때문에 표면 온도의 복잡한 변화가 생긴다.","{'text': '수성', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}","{'text': '3:2', 'start_idx': 4, 'end_idx': 6, 'entity_type': 'MET'}",no_relation
1013,반면 해왕성 중심부의 온도는 대략 5000 °C(5400 K)이다.,"{'text': '5000 °C(5400 K)', 'start_idx': '19', 'end_idx': '33', 'entity_type': 'MET'}","{'text': '해왕성', 'start_idx': '3', 'end_idx': '5', 'entity_type': 'CLO'}",met:feature_of
674,"금성은 영구적으로 구름으로 덮여있기 때문에 지구보다 태양에 가까이 있지만, 금성의 표면에는 태양 빛이 드리우는 일도, 태양 빛에 의해서 가열되는 일도 일어나지 않는다.","{'text': '금성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '29', 'end_idx': '30', 'entity_type': 'CLO'}",no_relation
407,"암석 물질은 내행성 지대에 흔하게 존재하며, 암석 행성과 소행성의 몸체를 구성하는 주요 물질이 된다. ‘가스’는 분자 수소, 헬륨, 네온 등 녹는점이 극도로 낮으며, 높은 증기압을 갖는 물질을 말한다.","{'text': '암석 물질', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'CLO'}","{'text': '내행성', 'start_idx': '7', 'end_idx': '9', 'entity_type': 'ELM'}",clo:composed_of
397,"태양 자기장은 지구의 중위도나 고위도에 오로라를 발생시키며, 라디오 전파나 전력을 교란시키기도 한다.","{'text': '지구', 'start_idx': 8, 'end_idx': 9, 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}",no_relation
428,"수성 탐사선은 91,000,000km를 이동하여 태양의 중력권으로 들어가야 한다.","{'text': '수성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '27', 'end_idx': '28', 'entity_type': 'CLO'}",no_relation
937,"행성천문학은 행성, 위성, 왜행성, 혜성, 소행성, 기타 태양을 공전하는 다른 천체들, 그리고 외계 행성 집단들을 연구 대상으로 다룬다.","{'text': '행성', 'start_idx': '7', 'end_idx': '8', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '32', 'end_idx': '33', 'entity_type': 'CLO'}",clo:revolves
406,1965년에 우주 마이크로파 배경이 발견됨으써 대폭발 이론은 널리 받아들여지게 된다.,"{'text': '1965년', 'start_idx': 0, 'end_idx': 4, 'entity_type': 'DAT'}","{'text': '대폭발 이론', 'start_idx': 26, 'end_idx': 31, 'entity_type': 'CON'}",no_relation
959,"타이탄은 표면 중력이 작음에도 불구하고 온도가 낮아(약 -180°C) 짙은 대기를 가지고 있었는데, 1944년 천문학자 제러드 카이퍼는 타이탄의 대기에 메탄이 포함되어 있다는 것을 발견했다.","{'text': '약 -180°C', 'start_idx': '29', 'end_idx': '36', 'entity_type': 'MET'}","{'text': '타이탄', 'start_idx': '0', 'end_idx': '2', 'entity_type': 'CLO'}",met:feature_of
184,"그 무엇도, 심지어 빛마저, 사건의 지평선 안쪽에서 바깥쪽으로 탈출할 수 없다.","{'text': '사건의 지평선', 'start_idx': 16, 'end_idx': 22, 'entity_type': 'CLO'}","{'text': '빛', 'start_idx': 11, 'end_idx': 11, 'entity_type': 'ELM'}",no_relation
745,태양 중심핵 온도는 1천만 켈빈이며 양성자-양성자 연쇄 반응을 통하여 수소를 헬륨으로 치환하고 있다.,"{'text': '1천만 켈빈', 'start_idx': '11', 'end_idx': '16', 'entity_type': 'MET'}","{'text': '태양', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}",met:feature_of
136,물이 끓는 현상을 고정점으로 하는 과학자들이 당시에도 많았는데 물의 끓음 현상은 여러 문제점을 안고 있었다. 현상은 기압에 의존했기 때문에 기압에 대해서는 고정이 되지 않았다. 이를 해결하기 위해서 왕립학회의 위원회에서 제안된 것은 29.8inHg(=756.9mmHg=0.996atm)의 기압을 기준으로 하자는 것이었다.,"{'text': '왕립학회의 위원회', 'start_idx': 111, 'end_idx': 119, 'entity_type': 'PER'}","{'text': '0.996atm', 'start_idx': 150, 'end_idx': 157, 'entity_type': 'PER'}",no_relation
360,항성질량 블랙홀의 판명은 중성자별의 질량 상한에 강하게 의존하고 있다.,"{'text': '중성자별', 'start_idx': 14, 'end_idx': 17, 'entity_type': 'CLO'}","{'text': '블랙홀', 'start_idx': 5, 'end_idx': 7, 'entity_type': 'CLO'}",no_relation
607,"화성의 대기권은 매우 얇으며, 표면의 기압은 7.5밀리바밖에 되지 않는다.","{'text': '7.5밀리바', 'start_idx': '25', 'end_idx': '30', 'entity_type': 'MET'}","{'text': '화성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}",met:feature_of
541,1973년부터 지금까지 수많은 무인 우주 탐사선들이 목성에 방문하였다.,"{'text': '1973년', 'start_idx': 0, 'end_idx': 4, 'entity_type': 'DAT'}","{'text': '목성', 'start_idx': 29, 'end_idx': 30, 'entity_type': 'CLO'}",no_relation
548,"목성형 행성들은 모두 복수의 위성들을 거느리고 있으며, 그 가운데는 행성인 수성과도 견줄만큼 큰 천체도 있다.","{'text': '목성형 행성', 'start_idx': 0, 'end_idx': 5, 'entity_type': 'CLO'}","{'text': '수성', 'start_idx': 42, 'end_idx': 43, 'entity_type': 'CLO'}",no_relation
667,"은하원반에서 별들이 이 나선팔에 가까워지면 이 밀도가 높은 영역의 중력 때문에 별이 빨리 움직여서 나선팔에 모이게 되고, 일단 나선팔을 지나치게 되면 다시 원래대로 공전속도가 느려진다. 이러한 효과는 곧잘 정체가 발생하는 고속도로에 비유된다.","{'text': '별', 'start_idx': 7, 'end_idx': 7, 'entity_type': 'CLO'}","{'text': '은하원반', 'start_idx': 0, 'end_idx': 3, 'entity_type': 'CLO'}",clo:exists_in
866,몇몇의 성운들은 무겁고 짧은 일생을 사는 별들의 죽음에 의해서 생기는 초신성 폭발의 결과로 형성된다.,"{'text': '별', 'start_idx': '23', 'end_idx': '23', 'entity_type': 'CLO'}","{'text': '성운', 'start_idx': '4', 'end_idx': '5', 'entity_type': 'CLO'}",clo:turn_into
123,"또한, 천체를 관측하여 돌이나 고인돌에 새기기도 하였다.","{'text': '천체', 'start_idx': 4, 'end_idx': 5, 'entity_type': 'PER'}","{'text': '고인돌', 'start_idx': 17, 'end_idx': 19, 'entity_type': 'PER'}",no_relation
312,"대체로 갈색왜성보다는 작지만, 지름이 수천 킬로미터 이상의 천체를 행성이라 부른다.","{'text': '수천 킬로미터 이상', 'start_idx': '21', 'end_idx': '30', 'entity_type': 'MET'}","{'text': '행성', 'start_idx': '37', 'end_idx': '38', 'entity_type': 'CLO'}",met:feature_of
101,태양도 지구를 비롯한 태양계 천체들을 거느리고 다른 항성들과 마찬가지로 은하 주위를 공전하고있다.,"{'text': '태양', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '은하', 'start_idx': '40', 'end_idx': '41', 'entity_type': 'CLO'}",clo:revolves
340,적색왜성의 경우 우리 은하 항성의 85퍼센트를 차지한다고 알려져 있다.,"{'text': '적색왜성', 'start_idx': '0', 'end_idx': '3', 'entity_type': 'CLO'}","{'text': '우리 은하', 'start_idx': '9', 'end_idx': '13', 'entity_type': 'CLO'}",clo:exists_in
419,"이 ""토네이도"" 형태는 자기장이 태양풍을 매개로 수성 자기장과 접촉했을 때 형성된다.","{'text': '태양풍', 'start_idx': 18, 'end_idx': 20, 'entity_type': 'CLO'}","{'text': '수성 자기장', 'start_idx': 27, 'end_idx': 32, 'entity_type': 'CLO'}",no_relation
353,"지구는 태양을 일정한 궤도로 공전하고 있으며, 그렇기 때문에 지구에서 바라보는 태양은 연중 일정한 궤도를 운행하는 것처럼 보인다.","{'text': '지구', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '태양', 'start_idx': '4', 'end_idx': '5', 'entity_type': 'CLO'}",clo:revolves
205,"해왕성 중심부에서 63000km 위에 있는 좁은 애덤스 고리, 53000km 위에 있는 르베리에 고리, 그리고 42000km 위에 있는 넓고 희미한 갈레 고리가 주 고리다.","{'text': '63000km', 'start_idx': '10', 'end_idx': '16', 'entity_type': 'MET'}","{'text': '애덤스 고리', 'start_idx': '27', 'end_idx': '32', 'entity_type': 'CLO'}",no_relation
240,"핵의 지름은 대략 1700km 정도일 것으로 가정하고 있고, 이는 명왕성 직경의 70%이다.","{'text': '1700km', 'start_idx': 10, 'end_idx': 15, 'entity_type': 'PER'}","{'text': '명왕성', 'start_idx': 37, 'end_idx': 39, 'entity_type': 'PER'}",no_relation
11,"만일 강착원반 중심의 천체가 사건의 지평선이 아닌 고형의 표면을 가지고 있다면 강착되는 고에너지 기체가 그 표면을 때릴 때 대량의 에너지가 복사로 방출될 것이며, 이러한 효과는 유사한 상태의 중성자별에 대하여 관측된 바 있다.","{'text': '강착원반', 'start_idx': 3, 'end_idx': 6, 'entity_type': 'CLO'}","{'text': '중성자별', 'start_idx': 107, 'end_idx': 110, 'entity_type': 'CLO'}",no_relation
642,"수성은 지구처럼 쌍극자 자기권을 가지고 있으나, 지구와는 다르게 수성의 양극은 수성의 회전축과 나란하다.","{'text': '지구', 'start_idx': 4, 'end_idx': 5, 'entity_type': 'CLO'}","{'text': '수성', 'start_idx': 0, 'end_idx': 1, 'entity_type': 'CLO'}",no_relation
609,항성 핵합성의 가장 마지막 단계는 안정된 철-56을 생산하는 규소 연소 과정이다.,"{'text': '항성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '철-56', 'start_idx': '23', 'end_idx': '26', 'entity_type': 'ELM'}",clo:composed_of
52,토성의 밀도는 태양계 행성들 중 가장 낮다.,"{'text': '태양계 행성', 'start_idx': '8', 'end_idx': '13', 'entity_type': 'CLO'}","{'text': '토성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}",clo:contains
415,"엄밀한 사전적 의미에 따르면, 천문학은 ""지구 대기 밖의 물체들의 물리·화학적 성질을 연구하는 학문""이며 천체물리학은 ""천문학의 한 분야로서 천체 및 천문현상의 물리적, 운동학적 특성을 연구하는 분야""이다.","{'text': '물체', 'start_idx': '32', 'end_idx': '33', 'entity_type': 'CLO'}","{'text': '지구', 'start_idx': '23', 'end_idx': '24', 'entity_type': 'CLO'}",no_relation
275,"끈 이론 상의 특정 상황에 대한 계산에 바탕하여, 이 가설은 블랙홀 해 각각의 상태는 일반적으로 사건의 지평선이나 특이점을 가지지 않으나, 고전적/준고전적인 관찰자에게 보이는 그 상태의 통계적 평균은 일반상대론에서 도출되는 것 같은 일반적 블랙홀처럼 보인다고 제안하고 있다.","{'text': '끈 이론', 'start_idx': 0, 'end_idx': 3, 'entity_type': 'PER'}","{'text': '블랙홀', 'start_idx': 34, 'end_idx': 36, 'entity_type': 'PER'}",no_relation
207,현재까지 알려진 가장 큰 행성은 방패자리uy변광성이라 한다,"{'text': '행성', 'start_idx': '14', 'end_idx': '15', 'entity_type': 'CLO'}","{'text': '방패자리uy변광성', 'start_idx': '18', 'end_idx': '26', 'entity_type': 'CLO'}",clo:contains
213,우리 은하 역시 그 중심에 이러한 매우 무거운 블랙홀을 품고 있는 것으로 보인다.,"{'text': '블랙홀', 'start_idx': '26', 'end_idx': '28', 'entity_type': 'CLO'}","{'text': '우리 은하', 'start_idx': '0', 'end_idx': '4', 'entity_type': 'CLO'}",clo:exists_in
877,"항성 플레어는 고에너지 입자들의 폭발로, 앞과 동일한 자기 활동 때문에 생겨나는 현상이다.","{'text': '항성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '고에너지 입자', 'start_idx': '8', 'end_idx': '14', 'entity_type': 'ELM'}",clo:composed_of
326,2013년 기준으로 가장 오래된 항성이자 천체는 HD 140283으로 그 추정 나이는 136억 6000만년에서 152억 6000만년 사이이다.,"{'text': '136억 6000만년에서 152억 6000만년 사이', 'start_idx': '48', 'end_idx': '75', 'entity_type': 'MET'}","{'text': 'HD 140283', 'start_idx': '27', 'end_idx': '35', 'entity_type': 'CLO'}",met:feature_of
832,항성 중심핵의 헬륨이 소진되면 이들은 헬륨보다 무거운 원소들을 순차적으로 태운다.,"{'text': '항성', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '헬륨', 'start_idx': '8', 'end_idx': '9', 'entity_type': 'ELM'}",clo:composed_of
229,"그러나 에딩턴, 란다우를 비롯한 당대의 학자들은 아직 밝혀지지 않은 과정이 붕괴를 막을 수 있다는 이유로 찬드라세카르의 주장을 반대했다.","{'text': '에딩턴', 'start_idx': 4, 'end_idx': 6, 'entity_type': 'PER'}","{'text': '찬드라세카르의 주장', 'start_idx': 59, 'end_idx': 68, 'entity_type': 'CON'}",no_relation
702,"태양은 우리 은하 중심을 약 24,000~26,000광년 거리에 두고, 은하계 북극 방향에서 볼 때 시계 방향으로 약 2억 2천 5백만~2억 5천만 년에 1회 돌고 있다.","{'text': '태양', 'start_idx': '0', 'end_idx': '1', 'entity_type': 'CLO'}","{'text': '우리 은하', 'start_idx': '4', 'end_idx': '8', 'entity_type': 'CLO'}",clo:revolves
990,이누이트 신화에 나오는 바다의 여신 이름을 딴 세드나는 직경 1180~2360킬로미터인 천체다.,"{'text': '1180~2360킬로미터', 'start_idx': '34', 'end_idx': '46', 'entity_type': 'MET'}","{'text': '세드나', 'start_idx': '26', 'end_idx': '28', 'entity_type': 'CLO'}",met:feature_of
881,"오늘날 대부분의 언어들은 해왕성을 ‘넵튠’이라고 부르고 있으며, 그리스 로마 신화와 직접적 관련이 없는 나라들도 ‘넵튠’이 변형된 이름을 사용한다.","{'text': '해왕성', 'start_idx': '14', 'end_idx': '16', 'entity_type': 'CLO'}","{'text': '넵튠', 'start_idx': '20', 'end_idx': '21', 'entity_type': 'CLO'}",clo:alias_of
515,"국부 거품은 그리 오래 되지 않은 과거 초신성 여러 개가 폭발했었다는 증거가 되는, 높은 온도의 플라스마로 가득 차 있다.","{'text': '초신성', 'start_idx': 22, 'end_idx': 24, 'entity_type': 'CLO'}","{'text': '플라스마', 'start_idx': 54, 'end_idx': 57, 'entity_type': 'ELM'}",clo:composed_of
149,초신성이 폭발하면서 원소로 이루어진 성간 매질들이 다시 모여들어 항성들이 형성될 때 성단(star cluster)이 만들어질 정도로 농도가 짙지 않으면 항성 주위에 남은 물질들이 원반 상태로 모여들어 원시 행성계 원반을 형성한다.,"{'text': '성간 매질', 'start_idx': '20', 'end_idx': '24', 'entity_type': 'CLO'}","{'text': '성단', 'start_idx': '47', 'end_idx': '48', 'entity_type': 'CLO'}",clo:turn_into
